title,url,year,mileage,engine_capacity,fuel_type,price,currency,city,region
Audi Q5 2.0,https://www.otomoto.pl/oferta/audi-q5-2-0-tdi-170-km-skora-xenon-ID6DwfhM.html#48a462d345,2011 ,208 000 km,1 968 cm3,Diesel,52 900,PLN,Zwoleń,(Mazowieckie)
Volkswagen Passat,https://www.otomoto.pl/oferta/volkswagen-passat-led-nawigacja-1-wlasciciel-gwarancja-ID6Due5n.html#48a462d345,2017 ,153 463 km,1 968 cm3,Diesel,74 900,PLN,Sosnowiec,(Śląskie)
Toyota 4-Runner,https://www.otomoto.pl/oferta/toyota-4-runner-toyota-4runner-hilux-ID6Dwqrp.html#48a462d345,1988 ,181 000 km,2 400 cm3,Benzyna,42 000,PLN,Bibice,(Małopolskie)
Ford Focus 1.0,https://www.otomoto.pl/oferta/ford-focus-1-0ecobost-100km-gwarancja-rok-perfekcyjny-stan-aso-oplacony-ID6CWgZS.html#48a462d345,2014 ,112 000 km,998 cm3,Benzyna,25 999,PLN,Łódź,(Łódzkie)
Volkswagen Eos 1.6,https://www.otomoto.pl/oferta/volkswagen-eos-piekne-czerwone-skory-nawigacja-ID6Dwqsg.html#48a462d345,2006 ,199 123 km,1 598 cm3,Benzyna,15 999,PLN,Stara Kamienica,(Dolnośląskie)
Volkswagen Touareg,https://www.otomoto.pl/oferta/volkswagen-touareg-full-max-4-2-v8-benzyna-350-ps-lift-4x4-navi-klima-skora-serwis-okazja-ID6Due5m.html#48a462d345,2007 ,188 000 km,4 136 cm3,Benzyna,29 900,PLN,Ochaby Małe,(Śląskie)
Ford Focus 1.6,https://www.otomoto.pl/oferta/ford-focus-klima-grzana-szyba-ID6DrSu5.html#48a462d345,2005 ,185 922 km,1 596 cm3,Benzyna,7 900,PLN,Stare Bojanowo,(Wielkopolskie)
Škoda Octavia,https://www.otomoto.pl/oferta/skoda-octavia-1-5-tsi-mhev-150km-dsg-style-odbior-w-grudniu-ID6Due5q.html#48a462d345,2020 ,1 km,1 395 cm3,Hybryda,125 350,PLN,Wrocław,(Dolnośląskie)
Kia Ceed,https://www.otomoto.pl/oferta/kia-ceed-ID6DtwrL.html#48a462d345,2008 ,170 000 km,1 600 cm3,Diesel,14 500,PLN,Kraków,(Małopolskie)
Toyota Avensis II,https://www.otomoto.pl/oferta/toyota-avensis-2-0-147km-perfekcyjny-stan-aso-bogata-wersja-oplacona-ID6CqWim.html#48a462d345,2005 ,227 000 km,1 998 cm3,Benzyna,12 999,PLN,Łódź,(Łódzkie)
Mazda 5 2.0,https://www.otomoto.pl/oferta/mazda-5-sliczna-mazda-5-2-0150km7-osob-alu-pdc-i-stop-serwis-bezwypadkowa-ID6DwqrI.html#48a462d345,2011 ,150 000 km,1 999 cm3,Benzyna,27 900,PLN,Poznań,(Wielkopolskie)
Ford Mondeo 1.8,https://www.otomoto.pl/oferta/ford-mondeo-1-8-16v-125km-benzyna-klimatyzacja-zarejestrowany-i-oplacony-ID6DrtTM.html#48a462d345,2003 ,191 978 km,1 798 cm3,Benzyna,5 900,PLN,Szamotuły,(Wielkopolskie)
Toyota Yaris,https://www.otomoto.pl/oferta/toyota-yaris-1-3-87km-benzyna-5-drzwi-klimatronik-alufelgi-nawigacja-ID6DneA6.html#48a462d345,2009 ,178 506 km,1 298 cm3,Benzyna,13 900,PLN,Szamotuły,(Wielkopolskie)
Seat Leon,https://www.otomoto.pl/oferta/seat-leon-fr-2-0-185km-benzyna-6-biegow-sprowadzony-serwisowany-stan-idealny-ID6DruBz.html#48a462d345,2006 ,122 201 km,1 984 cm3,Benzyna,15 900,PLN,Szamotuły,(Wielkopolskie)
Renault Grand Scenic Gr,https://www.otomoto.pl/oferta/renault-grand-scenic-2-0-turbo-163km-benzyna-xenon-navi-klimatronik-czujniki-parkowania-ID6D5845.html#48a462d345,2008 ,236 000 km,1 998 cm3,Benzyna,14 500,PLN,Szamotuły,(Wielkopolskie)
Hyundai i10,https://www.otomoto.pl/oferta/hyundai-i10-1-1-67km-benzyna-klima-podgrz-fotele-przebieg-udokumetowany-ID6BR3nJ.html#48a462d345,2008 ,188 000 km,1 100 cm3,Benzyna,10 900,PLN,Szamotuły,(Wielkopolskie)
Volkswagen Touran I,https://www.otomoto.pl/oferta/volkswagen-touran-1-6mpi-102km-benzyna-klimatyzacja-serwisowany-ID6BxLgT.html#48a462d345,2003 ,216 000 km,1 600 cm3,Benzyna,12 900,PLN,Szamotuły,(Wielkopolskie)
Hyundai Getz,https://www.otomoto.pl/oferta/hyundai-getz-po-lifcie-1-1-67-km-benzyna-5-drzwi-klimatyzcja-przebieg-udokument-ID6BR8zN.html#48a462d345,2006 ,139 000 km,1 100 cm3,Benzyna,6 900,PLN,Szamotuły,(Wielkopolskie)
Hyundai Matrix 1.6,https://www.otomoto.pl/oferta/hyundai-matrix-1-6-103km-benzyna-5-drzwi-klimatyzacja-przebieg-udokumentowany-ID6Dnexz.html#48a462d345,2009 ,133 287 km,1 599 cm3,Benzyna,11 900,PLN,Szamotuły,(Wielkopolskie)
Hyundai Matrix 1.6,https://www.otomoto.pl/oferta/hyundai-matrix-1-6-103km-benzyna-5-drzwi-klimatyzacja-przebieg-udokumentowany-ID6Dnexz.html#9f510b305c,2009 ,133 287 km,1 599 cm3,Benzyna,11 900,PLN,Szamotuły,(Wielkopolskie)
Ford Focus Mk2,https://www.otomoto.pl/oferta/ford-focus-1-8-125km-benzyna-5-drzwi-ghia-serwisowany-ID6CIiqY.html#9f510b305c,2005 ,190 578 km,1 800 cm3,Benzyna,11 900,PLN,Szamotuły,(Wielkopolskie)
Kia Sportage 1.6,https://www.otomoto.pl/oferta/kia-sportage-lift-serwis-aso-gwarancja-maly-przebieg-bezwypadkowy-alu-ID6Dvt3l.html#9f510b305c,2015 ,93 000 km,1 591 cm3,Benzyna,53 900,PLN,Gniezno,(Wielkopolskie)
Renault Talisman,https://www.otomoto.pl/oferta/renault-talisman-4-control-kamera-led-navi-gwarancja-ID6Dsav9.html#9f510b305c,2016 ,170 000 km,1 500 cm3,Diesel,51 900,PLN,Kamienna Góra,(Dolnośląskie)
Renault Scenic 2.0,https://www.otomoto.pl/oferta/renault-scenic-2-0-135km-benzyna-6-biegow-klimatronik-serwisowany-ID6DrtCA.html#9f510b305c,2007 ,199 072 km,1 998 cm3,Benzyna,12 900,PLN,Szamotuły,(Wielkopolskie)
Mazda 2,https://www.otomoto.pl/oferta/mazda-2-1-6-16v-100km-benzyna-klimatyzacja-5-drzwi-serwisowana-ID6BSOu0.html#9f510b305c,2003 ,140 000 km,1 600 cm3,Benzyna,6 900,PLN,Szamotuły,(Wielkopolskie)
Volkswagen Caddy,https://www.otomoto.pl/oferta/volkswagen-caddy-1-6-102km-mpi-klima-drzwi-suwane-skrzydelka-przebieg-udokumentowany-ID6DiLoT.html#9f510b305c,2004 ,219 000 km,1 598 cm3,Benzyna,15 500,PLN,Szamotuły,(Wielkopolskie)
Opel Meriva,https://www.otomoto.pl/oferta/opel-meriva-1-4-90km-benzyna-5-drzwi-hatchback-bezwypadkowy-serwisowany-ID6DiLlj.html#9f510b305c,2008 ,165 300 km,1 364 cm3,Benzyna,11 900,PLN,Szamotuły,(Wielkopolskie)
Opel Astra H,https://www.otomoto.pl/oferta/opel-astra-1-6-16v-105km-benzyna-hatchback-5-drzwi-serwisowany-ID6BSOs2.html#9f510b305c,2004 ,191 000 km,1 598 cm3,Benzyna,9 500,PLN,Szamotuły,(Wielkopolskie)
Mercedes-Benz,https://www.otomoto.pl/oferta/mercedes-benz-200-d-progressive-kamera360-keylessgo-ID6DwQQh.html#9f510b305c,2020 ,10 km,1 950 cm3,Diesel,215 555,PLN,Łódź,(Łódzkie)
Toyota RAV4,https://www.otomoto.pl/oferta/toyota-rav4-3-lata-gwarancja-i-wl-kraj-bezwypadkowy-20th-anniversary-4x4-fv23-ID6DlWIy.html#9f510b305c,2016 ,84 000 km,2 000 cm3,Diesel,85 900,PLN,Katowice,(Śląskie)
Land Rover Range Rover Evoque 2.0Si4,https://www.otomoto.pl/oferta/land-rover-range-rover-evoque-2017-land-rover-range-rover-evoque-se-ID6DudVX.html#9f510b305c,2017 ,95 969 km,1 997 cm3,Benzyna,79 600,PLN,Warszawa,(Mazowieckie)
Volvo C30,https://www.otomoto.pl/oferta/volvo-c30-drive-edition-xenon-klimatyzacja-ID6Due4K.html#9f510b305c,2012 ,192 000 km,1 560 cm3,Diesel,13 900,PLN,Nieborowice,(Śląskie)
Samochód osobowy,https://www.otomoto.pl/oferta/reliant-tw-9-e-unikat-trojkolowy-pojazd-transportowy-zobacz-ID6Due4w.html#9f510b305c,1975 ,64 100 km,848 cm3,Benzyna,8 500,PLN,Zgierz,(Łódzkie)
Volvo XC 60,https://www.otomoto.pl/oferta/volvo-xc-60-3-lata-gwarancja-1wl-kraj-bezwypadkowy-t5-250km-4x4-inscription-fv23-ID6DpOjT.html#9f510b305c,2018 ,120 000 km,2 000 cm3,Benzyna,164 900,PLN,Katowice,(Śląskie)
Kia Sportage 2.0,https://www.otomoto.pl/oferta/kia-sportage-2-0crdi-lift-navi-kamera-panoramadach-100-bezwypadkowa-ID6Ds99u.html#9f510b305c,2014 ,120 000 km,1 995 cm3,Diesel,49 900,PLN,Kielce,(Świętokrzyskie)
Porsche 911,https://www.otomoto.pl/oferta/porsche-911-911e-coupe-1970-ID6DwqiR.html#9f510b305c,1970 ,99 999 km,2 200 cm3,Benzyna,179 900,PLN,Mińsk Mazowiecki,(Mazowieckie)
BMW Seria 3 318i,https://www.otomoto.pl/oferta/bmw-seria-3-2-0-143km-perfekcyjny-stan-1wlasciciel-serwis-aso-oplacona-oryginal-ID6CCKEi.html#9f510b305c,2008 ,202 000 km,1 995 cm3,Benzyna,21 980,PLN,Łódź,(Łódzkie)
Dacia Logan,https://www.otomoto.pl/oferta/dacia-logan-2017r-salon-polska-i-wlasciciel-22800-km-ID6DkTFa.html#9f510b305c,2017 ,22 800 km,998 cm3,Benzyna,13 800,PLN,Bydgoszcz,(Kujawsko-pomorskie)
Toyota RAV4 2.0,https://www.otomoto.pl/oferta/toyota-rav4-4x4-zero-rdzy-wszystko-sprawne-stan-idealny-ID6Dutpk.html#9f510b305c,1995 ,180 000 km,1 998 cm3,Benzyna,11 900,PLN,Radom,(Mazowieckie)
Mercedes-Benz Klasa S 320,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-mercedes-s320-diesel-face-lifting-doinwestowany-ID6Ds8R9.html#9f510b305c,2006 ,320 000 km,2 987 cm3,Diesel,40 500,PLN,Pleszew,(Wielkopolskie)
Volvo V50 1.8,https://www.otomoto.pl/oferta/volvo-v50-1-8-benzyna125-kmniski-przebiegserwisowanybezwypadkowyz-niemiec-ID6Dutpr.html#9f510b305c,2007 ,184 281 km,1 798 cm3,Benzyna,17 900,PLN,Brzozów,(Podkarpackie)
Volkswagen Passat 2.0,https://www.otomoto.pl/oferta/volkswagen-passat-oplacony-gotowy-do-jazdy-ID6DutpA.html#9f510b305c,2006 ,212 700 km,1 968 cm3,Diesel,14 200,PLN,Różanki,(Lubuskie)
Opel Zafira Tourer,https://www.otomoto.pl/oferta/opel-zafira-7-os-bardzo-ladne-auto-z-pelnym-wyposazeniem-dodatkowym-ID6DvwMR.html#9f510b305c,2014 ,145 000 km,1 956 cm3,Diesel,39 600,PLN,Lublin,(Lubelskie)
Opel Corsa 1.7,https://www.otomoto.pl/oferta/opel-corsa-1-7-cdti-125km-opc-panorama-navi-parktronic-parktronic-z-niemiec-ID6DvqkX.html#9f510b305c,2007 ,209 000 km,1 686 cm3,Diesel,12 900,PLN,Nidzica,(Warmińsko-mazurskie)
Renault Laguna 2.0,https://www.otomoto.pl/oferta/renault-laguna-renault-laguna-iii-2-0-diesel-automat-ID6DvwMd.html#9f510b305c,2009 ,275 500 km,1 995 cm3,Diesel,15 500,PLN,Szczecin,(Zachodniopomorskie)
Volkswagen Touran 1.6,https://www.otomoto.pl/oferta/volkswagen-touran-jedyne-181700km-waniliowy-touran-2013r-dsg-super-stan-ID6DwqrO.html#9f510b305c,2013 ,181 740 km,1 598 cm3,Diesel,24 999,PLN,Lublin,(Lubelskie)
Opel Insignia 2.0,https://www.otomoto.pl/oferta/opel-insignia-sliczna-mocca-insigniacosmo-hatchback-131ps-bez-skory-navigwarant-ID6DqXd0.html#9f510b305c,2009 ,212 000 km,1 956 cm3,Diesel,23 500,PLN,Płock,(Mazowieckie)
Toyota Camry,https://www.otomoto.pl/oferta/toyota-camry-2-5-hybrid-comfort-e-cvt-ID6Due18.html#9f510b305c,2019 ,38 951 km,2 487 cm3,Hybryda,109 900,PLN,Warszawa,(Mazowieckie)
Hyundai I30 1.4,https://www.otomoto.pl/oferta/hyundai-i30-ID6DwqoD.html#9f510b305c,2012 ,107 600 km,1 396 cm3,Benzyna,28 900,PLN,Jawor,(Dolnośląskie)
Hyundai ix35,https://www.otomoto.pl/oferta/hyundai-ix35-hyundai-ix35zadbanymaly-przebiegstan-bardzo-dobry-ID6DutbB.html#9f510b305c,2013 ,103 800 km,1 591 cm3,Benzyna,38 000,PLN,Gniezno,(Wielkopolskie)
Škoda Octavia,https://www.otomoto.pl/oferta/skoda-octavia-1-5-tsi-mhev-150km-dsg-style-odbior-w-grudniu-ID6Due3D.html#9f510b305c,2020 ,1 km,1 395 cm3,Hybryda,125 050,PLN,Wrocław,(Dolnośląskie)
Peugeot 107 1.0,https://www.otomoto.pl/oferta/peugeot-107-5-drzwi-klima-skora-lux-black-silver-edition-maly-przebieg-ID6DmQaC.html#93957002dd,2011 ,82 000 km,998 cm3,Benzyna,11 800,PLN,Tychy,(Śląskie)
Volvo XC 90 T6,https://www.otomoto.pl/oferta/volvo-xc-90-3-lata-gwarancja-i-wl-kraj-bezwypadkowy-aso-320km-7-osob-4x4-vat-23-ID6CZsvp.html#93957002dd,2015 ,120 000 km,1 969 cm3,Benzyna,169 900,PLN,Katowice,(Śląskie)
Toyota Avensis,https://www.otomoto.pl/oferta/toyota-avensis-3-lata-gwarancja-i-wl-kraj-bezwypadkowy-1-8i-147km-executive-fv23-ID6Dtw5A.html#93957002dd,2017 ,48 000 km,1 800 cm3,Benzyna,79 900,PLN,Katowice,(Śląskie)
Audi A6 3.0,https://www.otomoto.pl/oferta/audi-a6-mega-okazja-3-0-tdi-4x4-s-line-ful-serwis-szyber-bixenon-skora-zamiana-ID6Dnx6B.html#93957002dd,2005 ,312 000 km,2 967 cm3,Diesel,24 100,PLN,Wyszków,(Mazowieckie)
Audi A4,https://www.otomoto.pl/oferta/audi-a4-2x-s-line-2-0-tdi-kola-zimowe-xenon-ledy-serwis-ID6DrlRb.html#93957002dd,2011 ,298 567 km,1 968 cm3,Diesel,38 500,PLN,Olkusz,(Małopolskie)
BMW X1 sDrive20d,https://www.otomoto.pl/oferta/bmw-x1-piekny-stan-jedyna-taka-168000-przebiegu-oryginal-jedyna-taka-ID6Dwqmk.html#93957002dd,2010 ,168 000 km,1 995 cm3,Diesel,34 500,PLN,Pisz,(Warmińsko-mazurskie)
Škoda Octavia 1.4,https://www.otomoto.pl/oferta/skoda-octavia-150km-ledy-klimatyzacja-autmatyczna-keys-tempomat-pdc-fv-ID6Dl27P.html#93957002dd,2017 ,204 000 km,1 395 cm3,Benzyna,47 000,PLN,Sosnowiec,(Śląskie)
Volkswagen Passat 2.0,https://www.otomoto.pl/oferta/volkswagen-passat-tdi-170-km-dsg-salon-pl-bezwypadkowy-niski-przebieg-2-wlasciciel-ID6Da339.html#93957002dd,2006 ,89 000 km,1 968 cm3,Diesel,39 900,PLN,Stanica,(Śląskie)
Renault Megane 1.2,https://www.otomoto.pl/oferta/renault-megane-renault-megane-iii-ID6DutoZ.html#93957002dd,2015 ,188 970 km,1 197 cm3,Benzyna,25 900,PLN,Marki,(Mazowieckie)
Mercedes-Benz Klasa C,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-ID6Dutpn.html#93957002dd,2008 ,169 650 km,1 799 cm3,Benzyna,27 500,PLN,Częstochowa,(Śląskie)
Renault Megane 1.2,https://www.otomoto.pl/oferta/renault-megane-1-2-benzyna-115-km-navigacja-ledy-klimatronik-limited-ID6DvwK6.html#93957002dd,2015 ,72 530 km,1 197 cm3,Benzyna,29 900,PLN,Gdańsk,(Pomorskie)
Volvo C30 1.6D,https://www.otomoto.pl/oferta/volvo-c30-1-6-diesel-109ps-tempomat-pol-skory-klimatronic-elektryka-aux-alu-17-ID6DvuCg.html#93957002dd,2007 ,177 000 km,1 560 cm3,Diesel,14 900,PLN,Będzin,(Śląskie)
Citroën C4 Picasso 1.6,https://www.otomoto.pl/oferta/citroen-c4-picasso-citroen-c4-pisacco-1-6-hdi-ID6DvwLv.html#93957002dd,2007 ,148 000 km,1 560 cm3,Diesel,12 800,PLN,Ruda Śląska,(Śląskie)
Nissan Qashqai+2 2.0,https://www.otomoto.pl/oferta/nissan-qashqai-2-2-0-diesel-4x4-serwis-szklany-dach-150km-ID6Dwqr4.html#93957002dd,2009 ,252 300 km,1 995 cm3,Diesel,25 900,PLN,Gliwice,(Śląskie)
Mercedes-Benz Klasa A 160,https://www.otomoto.pl/oferta/mercedes-benz-klasa-a-a-160-cdi-amg-pakiet-radar-sportowe-fotele-ID6BUQ0u.html#93957002dd,2014 ,84 000 km,1 461 cm3,Diesel,51 500,PLN,Ostroróg,(Wielkopolskie)
Honda CR-V 2.2i-DTEC,https://www.otomoto.pl/oferta/honda-cr-v-krajowka-i-rej-12-2010-po-liftingu-skora-xenon-naped-4x4-ID6DwqqU.html#93957002dd,2010 ,244 560 km,2 199 cm3,Diesel,29 900,PLN,Katowice,(Śląskie)
Audi A6 2.0,https://www.otomoto.pl/oferta/audi-a6-a6-lift-85000km-ID6DlnAW.html#93957002dd,2016 ,85 000 km,1 968 cm3,Diesel,89 500,PLN,Kraków,(Małopolskie)
Ford S-Max 2.0,https://www.otomoto.pl/oferta/ford-s-max-s-max-2-0-tdci-180km-android-auto-apple-car-play-titanium-ID6Dnp7P.html#93957002dd,2017 ,228 327 km,1 997 cm3,Diesel,48 300,PLN,Psarskie,(Wielkopolskie)
Škoda Octavia 2.0,https://www.otomoto.pl/oferta/skoda-octavia-2-0-tsi-245-km-rs-pakiet-comfort-plus-altair-19-canton-side-assist-ID6Dwfhg.html#93957002dd,2020 ,5 km,1 984 cm3,Benzyna,164 990,PLN,Gdańsk,(Pomorskie)
Seat Ibiza,https://www.otomoto.pl/oferta/seat-ibiza-3-lata-gwarancja-i-wl-kraj-bezwypadkowy-st-ideal-fv-vat-23-ID6CZELS.html#93957002dd,2016 ,89 000 km,1 197 cm3,Benzyna,35 900,PLN,Katowice,(Śląskie)
Renault Scenic 1.6,https://www.otomoto.pl/oferta/renault-scenic-2005rok-1-6benzyna-115km-lpggaz-2-letni-auto-bezwypadkowe-ID6Dwqqv.html#93957002dd,2005 ,178 569 km,1 598 cm3,Benzyna+LPG,9 900,PLN,Pabianice,(Łódzkie)
Citroën C3 Picasso,https://www.otomoto.pl/oferta/citroen-c3-picasso-oplacony-gwarancja-ID6Dutp6.html#93957002dd,2013 ,134 000 km,1 397 cm3,Benzyna,24 900,PLN,Otmuchów,(Opolskie)
BMW Seria 3 320i,https://www.otomoto.pl/oferta/bmw-seria-3-e90-2006r-jasna-skora-podgrzewane-fotele-czujniki-parkowania-ID6Due2L.html#93957002dd,2006 ,285 314 km,1 995 cm3,Benzyna,19 300,PLN,Warszawa,(Mazowieckie)
Volkswagen Sharan 2.8,https://www.otomoto.pl/oferta/volkswagen-sharan-max-4x4-2-8-vr6-benzyna-lift-park-x2-4motion-6bieg-highline-7os-okazja-ID6Due35.html#93957002dd,2004 ,229 000 km,2 792 cm3,Benzyna,12 900,PLN,Ochaby Małe,(Śląskie)
Toyota Avensis,https://www.otomoto.pl/oferta/toyota-avensis-3-lata-gwarancja-i-wl-kraj-bezwypadkowy-2-0i-16v-152km-fv-vat-23-ID6DapuN.html#93957002dd,2014 ,88 000 km,2 000 cm3,Benzyna,57 900,PLN,Katowice,(Śląskie)
Seat Leon 1.9,https://www.otomoto.pl/oferta/seat-leon-salon-polska-i-wlasciciel-przebieg-66300-km-ID6Dm6VF.html#93957002dd,2010 ,66 300 km,1 896 cm3,Diesel,5 900,PLN,Bydgoszcz,(Kujawsko-pomorskie)
Audi A3 2.0,https://www.otomoto.pl/oferta/audi-a3-lift-2-0-tdi-cr-131-000km-bezwypadkowa-xenon-led-sportback-ID6DwqqI.html#93957002dd,2009 ,131 000 km,1 968 cm3,Diesel,29 999,PLN,Sosnowiec,(Śląskie)
Kia Optima 1.7,https://www.otomoto.pl/oferta/kia-optima-idealny-bezwypadkowy-zadbany-ID6DwQOH.html#93957002dd,2013 ,224 000 km,1 685 cm3,Diesel,33 800,PLN,Wodzisław Śląski,(Śląskie)
Škoda Octavia,https://www.otomoto.pl/oferta/skoda-octavia-style-1-5-tsi-150km-6mt-nowy-2020-ID6DrgZP.html#93957002dd,2020 ,5 km,1 500 cm3,Benzyna,108 900,PLN,Wrocław,(Dolnośląskie)
Volkswagen Polo 1.2,https://www.otomoto.pl/oferta/volkswagen-polo-niemcy-serwis-nowy-rozrzad-ID6DwqpZ.html#93957002dd,2010 ,99 000 km,1 198 cm3,Benzyna,19 900,PLN,Gniezno,(Wielkopolskie)
Opel Insignia 2.0,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-2-0t-250km-4x4-ID6DuAc8.html#93957002dd,2014 ,153 000 km,1 998 cm3,Benzyna,53 000,PLN,Środa Wielkopolska,(Wielkopolskie)
Škoda Octavia,https://www.otomoto.pl/oferta/skoda-octavia-xenon-dsg-navi-canton-gwarancja-ID6Dsavt.html#93957002dd,2017 ,180 000 km,1 600 cm3,Diesel,57 900,PLN,Kamienna Góra,(Dolnośląskie)
Nissan Qashqai 2.0,https://www.otomoto.pl/oferta/nissan-qashqai-2-0-140km-4x4-manual-bezwypadkowy-oplacony-szwajcar-ID6DvwLU.html#ba61a521ec,2009 ,112 000 km,1 997 cm3,Benzyna,32 500,PLN,Lublin,(Lubelskie)
Mazda 6 2.0,https://www.otomoto.pl/oferta/mazda-6-2-0-benzyna-147km-ID6Dwl0z.html#ba61a521ec,2008 ,204 000 km,1 999 cm3,Benzyna,24 900,PLN,Radom,(Mazowieckie)
Škoda Octavia 2.0,https://www.otomoto.pl/oferta/skoda-octavia-2-0-tsi-245-km-rs-pakiet-comfort-plus-altair-19-canton-side-assist-ID6Dwfh8.html#ba61a521ec,2020 ,5 km,1 984 cm3,Benzyna,164 990,PLN,Gdańsk,(Pomorskie)
Ford C-MAX 1.6,https://www.otomoto.pl/oferta/ford-c-max-1-6-tdci-115km-titanium-1-wlasciciel-prywatnie-stan-idealny-ID6DsxIy.html#ba61a521ec,2013 ,88 486 km,1 560 cm3,Diesel,32 900,PLN,Warszawa,(Mazowieckie)
Audi A6,https://www.otomoto.pl/oferta/audi-a6-3-lata-gwarancja-i-wl-kraj-bezwypadkowy-s-line-190km-s-tronic-fv23-ID6DhmHE.html#ba61a521ec,2017 ,125 000 km,2 000 cm3,Diesel,127 900,PLN,Katowice,(Śląskie)
Nissan Micra,https://www.otomoto.pl/oferta/nissan-micra-stan-bdb-1-4benedition-klimatronik-keylessgo-polskora-komputer-oplacon-ID6DutnA.html#ba61a521ec,2004 ,188 000 km,1 386 cm3,Benzyna,8 600,PLN,Siemianowice Śląskie,(Śląskie)
Audi A4 Avant,https://www.otomoto.pl/oferta/audi-a4-2-0-tdi-140-km-zadbana-polecam-ID6DvwMi.html#ba61a521ec,2008 ,238 211 km,1 968 cm3,Diesel,26 900,PLN,Zduńska Wola,(Łódzkie)
BMW X3 xDrive20d,https://www.otomoto.pl/oferta/bmw-x3-bmw-x3-1-wlasciciel-bezwypadkowy-salon-polska-ID6Due21.html#ba61a521ec,2011 ,228 000 km,1 995 cm3,Diesel,57 810,PLN,Grabica,(Łódzkie)
Ford Focus 1.6,https://www.otomoto.pl/oferta/ford-focus-focus-16-16v-100km-2006r-automat-bardzo-dobry-stan-z-niemiec-ID6DvwL0.html#ba61a521ec,2006 ,220 000 km,1 596 cm3,Benzyna,8 990,PLN,Margonin,(Wielkopolskie)
Citroën C3 1.4,https://www.otomoto.pl/oferta/citroen-c3-super-oszczedny-po-pelnym-serwisie-ID6DvwLh.html#ba61a521ec,2007 ,233 000 km,1 398 cm3,Diesel,6 900,PLN,Jarosław,(Podkarpackie)
Mini,https://www.otomoto.pl/oferta/mini-mini-john-cooper-works-231km-zostanwdomu-a-my-dowieziemy-samochod-ID6DfF7r.html#ba61a521ec,2020 ,5 km,1 998 cm3,Benzyna,173 900,PLN,Katowice,(Śląskie)
BMW Seria 7 750i,https://www.otomoto.pl/oferta/bmw-seria-7-750i-xdrive-m-sport-pakiet-masaze-dociagi-b-w-sound-ID6DwfgP.html#ba61a521ec,2017 ,105 000 km,4 395 cm3,Benzyna,245 385,PLN,Legnica,(Dolnośląskie)
Hyundai i20 1.4,https://www.otomoto.pl/oferta/hyundai-i20-100-pewne-auto-z-gwarancja-stan-rzadkosc-zaproponuj-cene-ID6Dwfh3.html#ba61a521ec,2014 ,99 000 km,1 396 cm3,Diesel,22 900,PLN,Rataje,(Wielkopolskie)
Mazda 6,https://www.otomoto.pl/oferta/mazda-6-sprowadzona-z-gazem-oplacona-gotowa-do-rejestracji-ID6DvwMc.html#ba61a521ec,2006 ,285 372 km,1 999 cm3,Benzyna,11 900,PLN,Oława,(Dolnośląskie)
Volvo S60,https://www.otomoto.pl/oferta/volvo-s60-r-design-t6-awd-ID6Dwqqi.html#ba61a521ec,2012 ,198 000 km,2 953 cm3,Benzyna,49 999,PLN,Warszawa,(Mazowieckie)
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-2018-comfortline-1-4-tsi-125-km-salon-2018-ID6Dnkdl.html#ba61a521ec,2017 ,47 202 km,1 395 cm3,Benzyna,58 900,PLN,Żerków,(Wielkopolskie)
Toyota Yaris,https://www.otomoto.pl/oferta/toyota-yaris-1-3-benzyna-5-drzwi-klimatyzacja-ID6DudWA.html#ba61a521ec,2008 ,179 184 km,1 300 cm3,Benzyna,15 900,PLN,Poznań,(Wielkopolskie)
Volvo XC 90 2.5T,https://www.otomoto.pl/oferta/volvo-xc-90-volvo-xc90-2-5t-lpg-manual-7-osobowy-ID6Dut8h.html#ba61a521ec,2005 ,212 994 km,2 521 cm3,Benzyna+LPG,35 800,PLN,Sieradz,(Łódzkie)
Audi A4 2.0,https://www.otomoto.pl/oferta/audi-a4-2013-2-0-tdi-150ps-ambition-ID6DuGXx.html#ba61a521ec,2013 ,175 000 km,1 968 cm3,Diesel,51 800,PLN,Błażowa,(Podkarpackie)
Audi A4 2.0,https://www.otomoto.pl/oferta/audi-a4-audi-a4-avant-2-0-tdi-150km-ID6Dd3ZC.html#ba61a521ec,2017 ,30 217 km,1 968 cm3,Diesel,65 900,PLN,Jędrzejów,(Świętokrzyskie)
Jaguar XF 2.0,https://www.otomoto.pl/oferta/jaguar-xf-2-0turbo-241km-automat-luxury-led-skory-kamera-unikat-okazja-ID6DuGXr.html#ba61a521ec,2013 ,169 000 km,1 999 cm3,Benzyna,59 900,PLN,Garwolin,(Mazowieckie)
Ford Mondeo,https://www.otomoto.pl/oferta/ford-mondeo-ID6DvwKu.html#ba61a521ec,2011 ,195 000 km,1 998 cm3,Benzyna,32 900,PLN,Bogatynia,(Dolnośląskie)
Mitsubishi Outlander 2.0,https://www.otomoto.pl/oferta/mitsubishi-outlander-2-0-benzyna-150km-niski-przebieg-133tys-ID6Dwl0b.html#ba61a521ec,2014 ,133 000 km,1 998 cm3,Benzyna,51 900,PLN,Radom,(Mazowieckie)
